Bolid{tempEngine=101.36639475362807, tirePressure=22.38213502742296, oilPressure=305.11154419830586}
Bolid{tempEngine=90.65996932953314, tirePressure=22.82988236526913, oilPressure=290.34762589244656}
Bolid{tempEngine=93.97670949214387, tirePressure=21.367976549298774, oilPressure=259.8884323646366}
Bolid{tempEngine=97.51033099280399, tirePressure=21.941167416196578, oilPressure=321.0454395424639}
Bolid{tempEngine=103.49703416711144, tirePressure=22.64677023839249, oilPressure=284.94297286082787}
Bolid{tempEngine=90.17018142075042, tirePressure=19.028071157770913, oilPressure=286.13354280905685}
Bolid{tempEngine=99.85950249238618, tirePressure=20.897225480631327, oilPressure=285.4033375493024}
Bolid{tempEngine=94.92121422284694, tirePressure=22.515287392129945, oilPressure=304.81120799077553}
Bolid{tempEngine=103.15036788597472, tirePressure=22.75599154215539, oilPressure=354.00469487212695}
Bolid{tempEngine=90.8660760196771, tirePressure=23.697777180209034, oilPressure=226.3210068616773}
Bolid{tempEngine=102.97633560730947, tirePressure=23.11520044842372, oilPressure=238.58048725258402}
Bolid{tempEngine=90.15251927035781, tirePressure=21.704611048167962, oilPressure=222.93769545837102}
Bolid{tempEngine=100.90372635274042, tirePressure=21.793100545427254, oilPressure=394.48337169406636}
Bolid{tempEngine=95.63062157857107, tirePressure=21.471655323842285, oilPressure=401.08569457313763}
Bolid{tempEngine=102.2150148760516, tirePressure=22.92651004789329, oilPressure=346.0624762490058}
Bolid{tempEngine=103.72165330663663, tirePressure=21.487964028366164, oilPressure=352.67841556731463}
Bolid{tempEngine=97.02578335114951, tirePressure=21.97469641395522, oilPressure=249.08457035727594}
Bolid{tempEngine=92.74520028779837, tirePressure=21.383068956109604, oilPressure=262.68319942463495}
Bolid{tempEngine=95.20092531665705, tirePressure=19.803317696072725, oilPressure=191.55945417168525}
Bolid{tempEngine=90.47737481665064, tirePressure=23.50196460647979, oilPressure=201.28852818149994}
Bolid{tempEngine=98.74716139673089, tirePressure=21.8301104777433, oilPressure=269.1378941504612}
Bolid{tempEngine=98.59234079833162, tirePressure=23.53104964794309, oilPressure=300.85233693511185}
Bolid{tempEngine=102.37508083113818, tirePressure=20.244088851980326, oilPressure=279.3328806861309}
Bolid{tempEngine=91.32308260198774, tirePressure=19.91054593970744, oilPressure=388.36568650586344}
Bolid{tempEngine=97.55984999053213, tirePressure=20.424510161766616, oilPressure=314.99548372444997}
Bolid{tempEngine=102.27280538961969, tirePressure=19.225295361417707, oilPressure=351.4102795628097}
Bolid{tempEngine=99.9334431922461, tirePressure=20.68652034794709, oilPressure=300.21324813598466}
Bolid{tempEngine=97.07921306324141, tirePressure=22.394026626370866, oilPressure=267.31473315581303}
Bolid{tempEngine=100.36705542836506, tirePressure=20.653357915366445, oilPressure=310.53417932982575}
Bolid{tempEngine=103.50012084323474, tirePressure=21.274262919635774, oilPressure=395.32666383234334}
Bolid{tempEngine=96.21081804948179, tirePressure=23.920764445545206, oilPressure=194.82960312384364}
Bolid{tempEngine=95.52656270088215, tirePressure=20.122447210599933, oilPressure=323.37811545586214}
Bolid{tempEngine=101.31581860168012, tirePressure=20.242715808915587, oilPressure=403.3559621081182}
Bolid{tempEngine=97.07120781357773, tirePressure=21.162417745756798, oilPressure=235.30294807242575}
Bolid{tempEngine=96.54381215046777, tirePressure=21.468005380609114, oilPressure=229.55418678117792}
Bolid{tempEngine=97.5141350269933, tirePressure=21.645270568981786, oilPressure=244.89749089530932}
Bolid{tempEngine=99.25215818787612, tirePressure=20.618207286778098, oilPressure=239.71551795849825}
Bolid{tempEngine=94.45979172112479, tirePressure=19.16446124428497, oilPressure=367.84143448486213}
Bolid{tempEngine=98.9110135818774, tirePressure=19.277140286103585, oilPressure=309.95908315853364}
Bolid{tempEngine=97.16942122947734, tirePressure=21.415676527110556, oilPressure=362.41446361166464}
Bolid{tempEngine=103.65842112950209, tirePressure=23.302517620009308, oilPressure=385.6074065720452}
Bolid{tempEngine=91.63984110382931, tirePressure=21.96486685985526, oilPressure=275.96494082483787}
Bolid{tempEngine=90.72471764206664, tirePressure=19.44876260831743, oilPressure=300.34481252908915}
Bolid{tempEngine=102.71580794386074, tirePressure=19.172566258590322, oilPressure=249.87940926005652}
Bolid{tempEngine=103.66494199876419, tirePressure=20.967135008237985, oilPressure=368.8171621754428}
Bolid{tempEngine=90.11931394625353, tirePressure=20.09030838742693, oilPressure=318.1438820613499}
Bolid{tempEngine=102.03720209906741, tirePressure=21.520842374883525, oilPressure=207.13202735518956}
Bolid{tempEngine=102.18111197323113, tirePressure=19.627021968673244, oilPressure=259.6172741994364}
Bolid{tempEngine=102.27303128249089, tirePressure=20.698604814225522, oilPressure=331.08162014611935}
Bolid{tempEngine=99.35004757998793, tirePressure=19.42057789450906, oilPressure=265.6015229373474}
Bolid{tempEngine=96.12572597885969, tirePressure=23.144440356167706, oilPressure=337.6077622504789}
Bolid{tempEngine=96.3730375841425, tirePressure=20.842351819616393, oilPressure=334.79796032355193}
Bolid{tempEngine=93.28374753561405, tirePressure=20.442888363073134, oilPressure=233.81322266529264}
Bolid{tempEngine=95.17766993433, tirePressure=22.22034322455973, oilPressure=405.00127751405296}
Bolid{tempEngine=90.93408984216497, tirePressure=21.74049100180935, oilPressure=333.6865615061895}
Bolid{tempEngine=103.90164189369843, tirePressure=22.357983129057367, oilPressure=251.97610306387972}
Bolid{tempEngine=93.59680925315979, tirePressure=20.96349053987159, oilPressure=354.121444953957}
Bolid{tempEngine=96.80595861434472, tirePressure=23.529607417149528, oilPressure=251.5717762636981}
Bolid{tempEngine=94.17478194967535, tirePressure=20.960133985008707, oilPressure=258.98463405888674}
Bolid{tempEngine=103.74569787762962, tirePressure=23.487348342721454, oilPressure=247.80134608590754}
Bolid{tempEngine=100.52644701557287, tirePressure=19.9898388791197, oilPressure=323.1115576959587}
Bolid{tempEngine=97.87312260998284, tirePressure=23.364985654892457, oilPressure=392.9957513759397}
Bolid{tempEngine=99.03439017126956, tirePressure=23.471266844586346, oilPressure=332.6114590123864}
Bolid{tempEngine=102.57589922864253, tirePressure=22.541966991448565, oilPressure=367.6567240440438}
Bolid{tempEngine=99.67302438809871, tirePressure=19.016927410916768, oilPressure=385.8781665021548}
Bolid{tempEngine=90.37614592339976, tirePressure=19.762940966620015, oilPressure=333.6586041021037}
Bolid{tempEngine=97.89557330703461, tirePressure=21.763912433680037, oilPressure=309.74285445589544}
Bolid{tempEngine=94.7196892488924, tirePressure=21.69587664554896, oilPressure=316.02397381964204}
Bolid{tempEngine=98.30240978873007, tirePressure=19.779765932496808, oilPressure=342.31702324090077}
Bolid{tempEngine=97.09712874576816, tirePressure=21.29691479440966, oilPressure=339.4093748486076}
Bolid{tempEngine=92.94311943157876, tirePressure=20.54087192675072, oilPressure=361.06543885917586}
Bolid{tempEngine=93.6627377901431, tirePressure=22.3010230825119, oilPressure=256.88804805405425}
Bolid{tempEngine=98.57576098461138, tirePressure=23.721988137992707, oilPressure=403.0269955959929}
Bolid{tempEngine=94.87383423564775, tirePressure=20.442124661642087, oilPressure=202.80567218111167}
Bolid{tempEngine=94.8086835575315, tirePressure=19.221119284130317, oilPressure=269.6998863018181}
Bolid{tempEngine=92.77778769823463, tirePressure=21.377186440999633, oilPressure=339.3890193015}
Bolid{tempEngine=99.92243126519502, tirePressure=22.593371120332232, oilPressure=199.61153469272026}
Bolid{tempEngine=92.91848476661934, tirePressure=19.20303001703418, oilPressure=385.6898178095803}
Bolid{tempEngine=93.57000192410267, tirePressure=19.45906611177476, oilPressure=352.9552648816849}
Bolid{tempEngine=90.46753865364445, tirePressure=23.102566486886694, oilPressure=378.9805039676886}
Bolid{tempEngine=97.16627021287951, tirePressure=21.67364611242852, oilPressure=268.9434216671191}
Bolid{tempEngine=96.56962503879976, tirePressure=23.796732845677816, oilPressure=227.78936645226486}
Bolid{tempEngine=92.38564994881055, tirePressure=20.202670561064522, oilPressure=347.4136573639993}
Bolid{tempEngine=97.5553152519885, tirePressure=23.4582523005122, oilPressure=313.87483987343137}
Bolid{tempEngine=98.08599414472785, tirePressure=21.294101422666717, oilPressure=302.1966732749152}
Bolid{tempEngine=92.55422704427106, tirePressure=22.64646921194688, oilPressure=398.3318053176058}
Bolid{tempEngine=102.61746651954286, tirePressure=23.100998394396818, oilPressure=357.63570338710895}
Bolid{tempEngine=92.9780109117887, tirePressure=19.71629567921814, oilPressure=360.9199042060294}
Bolid{tempEngine=91.96510095801456, tirePressure=20.90904864345012, oilPressure=283.87451219849584}
Bolid{tempEngine=103.584691430068, tirePressure=21.340513024297575, oilPressure=389.5637876891292}
Bolid{tempEngine=99.77666531436721, tirePressure=20.45272113252356, oilPressure=328.3957410096552}
Bolid{tempEngine=98.53746696560458, tirePressure=23.049431728463638, oilPressure=251.73933341961575}
Bolid{tempEngine=102.96318013019963, tirePressure=19.958332150274025, oilPressure=222.1986145521597}
Bolid{tempEngine=95.59281017512009, tirePressure=19.555730945079063, oilPressure=244.30598782507977}
Bolid{tempEngine=98.304183571606, tirePressure=22.888391091991004, oilPressure=202.71658592644857}
Bolid{tempEngine=98.76138217490112, tirePressure=23.600063228621536, oilPressure=410.9337314251175}
Bolid{tempEngine=103.07601089409074, tirePressure=22.34507000513057, oilPressure=303.4640406979217}
Bolid{tempEngine=102.35392622780377, tirePressure=21.86396890598629, oilPressure=194.99979866108032}
Bolid{tempEngine=101.03763238275991, tirePressure=20.54671702645868, oilPressure=367.6974934942432}
Bolid{tempEngine=93.0322535374223, tirePressure=21.374445328181466, oilPressure=224.07498592262192}
Bolid{tempEngine=97.69989226940248, tirePressure=23.15457254656048, oilPressure=283.42242869093536}
Bolid{tempEngine=90.51819303233152, tirePressure=21.72714939615736, oilPressure=210.49612287662714}
Bolid{tempEngine=97.37149508843842, tirePressure=19.791195716341395, oilPressure=334.57139933379744}
Bolid{tempEngine=90.06278074613513, tirePressure=23.3250766842177, oilPressure=353.1291965794142}
Bolid{tempEngine=102.37619161920304, tirePressure=22.260892369793865, oilPressure=228.4325370164529}
Bolid{tempEngine=99.14201885470334, tirePressure=20.84340175014512, oilPressure=228.09918806114743}
Bolid{tempEngine=94.58402909200464, tirePressure=22.518340540122423, oilPressure=362.5884799592756}
Bolid{tempEngine=103.52858938069996, tirePressure=21.950124284781232, oilPressure=317.8157355974672}
Bolid{tempEngine=102.16514915145615, tirePressure=19.706717415266617, oilPressure=194.01300001564016}
Bolid{tempEngine=103.70143953421235, tirePressure=19.331744241290917, oilPressure=374.1096677515871}
Bolid{tempEngine=97.58360942171767, tirePressure=21.83237566338202, oilPressure=282.2031302451569}
Bolid{tempEngine=90.21404228314722, tirePressure=23.673279014123263, oilPressure=269.2507625299088}
Bolid{tempEngine=95.28352032473047, tirePressure=22.200326300268532, oilPressure=211.5462208716827}
Bolid{tempEngine=103.27034755073517, tirePressure=21.0367806239102, oilPressure=293.3117314472647}
Bolid{tempEngine=101.41906912539247, tirePressure=21.303654189146705, oilPressure=334.6399839951546}
Bolid{tempEngine=100.38433670231615, tirePressure=21.170759870031606, oilPressure=295.0332162574548}
Bolid{tempEngine=96.13868562227631, tirePressure=23.750084081748394, oilPressure=343.2153812691238}
Bolid{tempEngine=93.06016838120685, tirePressure=22.497571794204635, oilPressure=247.51746460658052}
Bolid{tempEngine=94.30286488397819, tirePressure=20.189184870099666, oilPressure=200.23198614021538}
Bolid{tempEngine=102.26700665948086, tirePressure=22.684253409312664, oilPressure=277.7094171426335}
Bolid{tempEngine=97.7024019974191, tirePressure=21.35246241098649, oilPressure=190.8084291904399}
Bolid{tempEngine=96.84375039938146, tirePressure=23.85628450259004, oilPressure=203.41988806761012}
Bolid{tempEngine=94.61271453527638, tirePressure=23.87353863135921, oilPressure=338.9597371113768}
Bolid{tempEngine=92.50836684214985, tirePressure=23.19939900766597, oilPressure=269.29969884734}
Bolid{tempEngine=91.29042456533686, tirePressure=23.763828430562, oilPressure=315.7931623188692}
Bolid{tempEngine=96.92490995146943, tirePressure=20.18241964242817, oilPressure=357.61220306340124}
Bolid{tempEngine=97.36663347700775, tirePressure=22.38703836527499, oilPressure=279.37610825556953}
Bolid{tempEngine=96.26536182049406, tirePressure=22.178995345243962, oilPressure=350.28612225237123}
Bolid{tempEngine=103.24976057241435, tirePressure=22.71925081843787, oilPressure=402.0570861387859}
Bolid{tempEngine=95.26623515646477, tirePressure=22.35736117880661, oilPressure=258.70605768077166}
Bolid{tempEngine=100.00810676125894, tirePressure=20.175517334830175, oilPressure=241.5738669671704}
Bolid{tempEngine=92.20070351715987, tirePressure=20.318429509151144, oilPressure=233.14507724791662}
Bolid{tempEngine=98.80338038240325, tirePressure=21.513334823784035, oilPressure=282.9134536322705}
Bolid{tempEngine=100.15143652454232, tirePressure=22.801689939103337, oilPressure=403.02566544695264}
Bolid{tempEngine=91.99241969423758, tirePressure=22.33206507142837, oilPressure=382.04632667802014}
Bolid{tempEngine=103.06910065993415, tirePressure=23.537896302883276, oilPressure=238.1617010317981}
Bolid{tempEngine=97.36274439186272, tirePressure=20.6285991341605, oilPressure=380.4018544457035}
Bolid{tempEngine=98.33469376423984, tirePressure=22.934144834807558, oilPressure=287.3672103374448}
Bolid{tempEngine=91.63197593426287, tirePressure=21.25606241739557, oilPressure=203.20226492146634}
Bolid{tempEngine=97.81480974571106, tirePressure=21.141797714480575, oilPressure=303.8852913835995}
Bolid{tempEngine=92.99155757307982, tirePressure=19.086171966410497, oilPressure=375.5570988403714}
Bolid{tempEngine=91.01812537909927, tirePressure=21.32631377298432, oilPressure=400.7944577308306}
Bolid{tempEngine=100.93772088609704, tirePressure=23.178439790474414, oilPressure=326.9261470624427}
Bolid{tempEngine=98.14565365755723, tirePressure=21.760282451801924, oilPressure=297.1755852011123}
Bolid{tempEngine=94.38971054139206, tirePressure=23.401585509015984, oilPressure=203.18450536230804}
Bolid{tempEngine=99.19968101848056, tirePressure=19.06107914293256, oilPressure=371.3917193794372}
Bolid{tempEngine=92.78559258244547, tirePressure=21.184475731000322, oilPressure=331.92341291972446}
Bolid{tempEngine=101.40608090569786, tirePressure=20.34120434592383, oilPressure=295.3494464684433}
Bolid{tempEngine=102.76440828140028, tirePressure=23.4552106036005, oilPressure=273.76262944486353}
Bolid{tempEngine=99.9474197868932, tirePressure=21.81554151652289, oilPressure=239.31416717872133}
Bolid{tempEngine=102.64121176574919, tirePressure=20.2765861833148, oilPressure=196.6579188415898}
Bolid{tempEngine=90.24175798418175, tirePressure=22.082852585222383, oilPressure=300.46569285128334}
Bolid{tempEngine=93.26604413566709, tirePressure=21.232378413253702, oilPressure=268.39619690690176}
Bolid{tempEngine=97.98232295831785, tirePressure=21.67058547627426, oilPressure=249.3632945981788}
Bolid{tempEngine=99.29282548983979, tirePressure=20.6494370476574, oilPressure=232.47473031736095}
Bolid{tempEngine=90.03060643216932, tirePressure=19.788620601494625, oilPressure=372.28304941400467}
Bolid{tempEngine=98.5904479704097, tirePressure=20.599452207912368, oilPressure=402.67173700786566}
Bolid{tempEngine=95.57181380723107, tirePressure=22.698345179928797, oilPressure=319.0064254162527}
Bolid{tempEngine=91.35012633611417, tirePressure=19.684358646940062, oilPressure=232.89183032413973}
Bolid{tempEngine=102.87638265365993, tirePressure=20.589457835722417, oilPressure=377.73512693483525}
Bolid{tempEngine=98.33641246470397, tirePressure=22.006624174850916, oilPressure=409.90677500564635}
Bolid{tempEngine=102.88186325227102, tirePressure=21.349316288839795, oilPressure=340.184627202766}
Bolid{tempEngine=96.85826041753512, tirePressure=22.267468470676953, oilPressure=400.4546755715729}
Bolid{tempEngine=91.70431480364925, tirePressure=21.68745931073316, oilPressure=323.321452268408}
Bolid{tempEngine=103.31386369035852, tirePressure=21.576026084671682, oilPressure=277.695934846203}
Bolid{tempEngine=98.51221284357183, tirePressure=23.085202306571823, oilPressure=406.1208972370655}
Bolid{tempEngine=95.8849788130394, tirePressure=19.25387250669755, oilPressure=265.8949498458294}
Bolid{tempEngine=97.70480129052471, tirePressure=22.69673178465202, oilPressure=274.738275382171}
Bolid{tempEngine=96.74476128804356, tirePressure=19.04398930614802, oilPressure=209.74069627226024}
Bolid{tempEngine=90.17716901837848, tirePressure=21.547339904214827, oilPressure=352.78227377573165}
Bolid{tempEngine=95.76418998285305, tirePressure=20.154810242150884, oilPressure=301.74338639089837}
Bolid{tempEngine=90.23067527697383, tirePressure=22.7930960927565, oilPressure=409.83144344688526}
Bolid{tempEngine=102.627974058836, tirePressure=23.337623361896075, oilPressure=234.3157333012794}
Bolid{tempEngine=90.00338822461597, tirePressure=21.815668627411725, oilPressure=264.76656806616506}
Bolid{tempEngine=102.48049828499445, tirePressure=22.44998280822623, oilPressure=260.69458555400206}
Bolid{tempEngine=103.874526610396, tirePressure=19.903141320501994, oilPressure=307.67073680025715}
Bolid{tempEngine=91.8388650520938, tirePressure=19.813182965447947, oilPressure=339.5514663806881}
Bolid{tempEngine=92.27822293535591, tirePressure=19.412708155273357, oilPressure=294.5812147140367}
Bolid{tempEngine=96.56275573771393, tirePressure=22.726889137147957, oilPressure=242.73428197081216}
Bolid{tempEngine=103.54013444074425, tirePressure=20.433646171482458, oilPressure=239.97883423745162}
Bolid{tempEngine=103.59520791778564, tirePressure=20.091714453090006, oilPressure=244.066441541231}
Bolid{tempEngine=103.67671381718878, tirePressure=22.73790673830341, oilPressure=346.6468593054821}
Bolid{tempEngine=103.32627475298871, tirePressure=22.528266179831167, oilPressure=307.97686383180127}
Bolid{tempEngine=101.17873770055223, tirePressure=19.999347891540353, oilPressure=279.10631965890616}
Bolid{tempEngine=102.53094805558686, tirePressure=22.220711454702904, oilPressure=220.1539377635838}
Bolid{tempEngine=97.40162460355947, tirePressure=22.018755533178748, oilPressure=299.7829154731904}
Bolid{tempEngine=93.81664359964515, tirePressure=20.52381770862218, oilPressure=307.7453628486336}
Bolid{tempEngine=102.13981648315, tirePressure=20.939962901945503, oilPressure=318.93458563521835}
Bolid{tempEngine=91.00837454114613, tirePressure=20.856112074852444, oilPressure=209.55363133252285}
Bolid{tempEngine=95.03134674220895, tirePressure=21.38767616523802, oilPressure=258.5296829590185}
Bolid{tempEngine=96.06985424784713, tirePressure=22.920124576688927, oilPressure=203.90744727853985}
Bolid{tempEngine=93.92553452507008, tirePressure=22.467321056369336, oilPressure=311.08083087820006}
Bolid{tempEngine=96.62530490054695, tirePressure=21.90310718233308, oilPressure=346.23952185716246}
Bolid{tempEngine=99.8592762660976, tirePressure=21.8366395840202, oilPressure=281.4093505227678}
Bolid{tempEngine=98.13562750672628, tirePressure=23.384215987903026, oilPressure=320.90513040467}
Bolid{tempEngine=91.57949766610096, tirePressure=19.48361871957106, oilPressure=320.1404844862616}
Bolid{tempEngine=101.99674644235553, tirePressure=21.458821114879946, oilPressure=194.64314244784774}
Bolid{tempEngine=95.14650634304061, tirePressure=21.11770255628682, oilPressure=289.2782946472253}
Bolid{tempEngine=101.02314784317798, tirePressure=22.723076102590895, oilPressure=287.31506944761463}
Bolid{tempEngine=97.37272243312299, tirePressure=23.7908730763914, oilPressure=304.6954059169369}
Bolid{tempEngine=90.59293030959411, tirePressure=23.688320494613762, oilPressure=403.2544696293469}
Bolid{tempEngine=90.74300443833889, tirePressure=19.895222971026996, oilPressure=405.12561369946684}
Bolid{tempEngine=99.46965487594517, tirePressure=23.918412813577675, oilPressure=404.0102134756538}
Bolid{tempEngine=93.3806248677919, tirePressure=20.01666303887786, oilPressure=249.38434669091544}
Bolid{tempEngine=97.86748545703956, tirePressure=23.68113829297073, oilPressure=263.19071792105933}
Bolid{tempEngine=102.36777649745953, tirePressure=22.475952847927083, oilPressure=246.21172916270075}
Bolid{tempEngine=91.93404558318184, tirePressure=19.262322021252736, oilPressure=294.18972374386914}
Bolid{tempEngine=96.03098226626078, tirePressure=20.88468685508247, oilPressure=308.87203794083484}
Bolid{tempEngine=92.73217995717921, tirePressure=22.250383701269712, oilPressure=331.18346357080065}
Bolid{tempEngine=101.72934722538825, tirePressure=21.66239324497146, oilPressure=248.4816677586941}
Bolid{tempEngine=90.44228175319576, tirePressure=21.458003231565208, oilPressure=261.2139537757058}
Bolid{tempEngine=92.31407847289033, tirePressure=21.678463706557462, oilPressure=287.6016578654063}
Bolid{tempEngine=91.28448400079525, tirePressure=22.340233803669236, oilPressure=400.9029703661083}
Bolid{tempEngine=101.93280238349949, tirePressure=21.319739208301304, oilPressure=300.1862779434765}
Bolid{tempEngine=95.16894963220072, tirePressure=23.07792542678873, oilPressure=392.71605812452145}
Bolid{tempEngine=96.91445766956079, tirePressure=22.74171577819828, oilPressure=207.01260008687387}
Bolid{tempEngine=98.50408460449235, tirePressure=21.802896050781488, oilPressure=355.8038501646862}
Bolid{tempEngine=101.45868613280658, tirePressure=21.786554582825755, oilPressure=210.25990425248162}
Bolid{tempEngine=101.8031766910227, tirePressure=20.006603475525324, oilPressure=316.8824538352727}
Bolid{tempEngine=94.82179866569939, tirePressure=21.82462234482167, oilPressure=382.6475051183353}
Bolid{tempEngine=93.86244996489603, tirePressure=22.62748140099827, oilPressure=217.57338182255887}
Bolid{tempEngine=99.860194113588, tirePressure=23.853613285067503, oilPressure=239.4815327282323}
Bolid{tempEngine=94.55040832795196, tirePressure=19.69714933620749, oilPressure=360.32733988959865}
Bolid{tempEngine=95.78085796791291, tirePressure=19.10045260749479, oilPressure=379.9953085006974}
Bolid{tempEngine=93.57593642299535, tirePressure=23.05711932486531, oilPressure=304.96874809342387}
Bolid{tempEngine=94.47742314412923, tirePressure=21.68441110048977, oilPressure=370.21063465121813}
Bolid{tempEngine=97.88976592003067, tirePressure=21.690581719950764, oilPressure=308.08025655053484}
Bolid{tempEngine=98.20578437346852, tirePressure=21.269496519882562, oilPressure=389.56585323027093}
Bolid{tempEngine=103.55521671680125, tirePressure=19.019655697959873, oilPressure=230.5724433677989}
Bolid{tempEngine=96.90759171989978, tirePressure=22.595649982532287, oilPressure=347.112401979694}
Bolid{tempEngine=91.34943223968017, tirePressure=20.86637550894401, oilPressure=223.58739304457487}
Bolid{tempEngine=95.65085886659674, tirePressure=23.027579034054185, oilPressure=363.6008062923555}
Bolid{tempEngine=97.44866709354979, tirePressure=23.793701414700546, oilPressure=347.1782711245039}
Bolid{tempEngine=102.34274003157185, tirePressure=20.41843201192644, oilPressure=291.20102995602167}
Bolid{tempEngine=103.03545649886154, tirePressure=22.306656979799566, oilPressure=397.9199494418889}
Bolid{tempEngine=100.71389937540235, tirePressure=20.971100319964997, oilPressure=316.99308853877073}
Bolid{tempEngine=101.10367987694362, tirePressure=19.013252488115395, oilPressure=337.23642386720576}
Bolid{tempEngine=95.90147014384702, tirePressure=19.238983345358612, oilPressure=247.29048432204766}
Bolid{tempEngine=100.30713218635485, tirePressure=19.816288237833728, oilPressure=311.5735190233997}
Bolid{tempEngine=96.14870215694545, tirePressure=21.06981818033504, oilPressure=251.6323110094109}
Bolid{tempEngine=99.67332297703857, tirePressure=22.606699221934054, oilPressure=409.68112994958767}
Bolid{tempEngine=103.58728797352941, tirePressure=20.773249059386284, oilPressure=190.6609466379117}
Bolid{tempEngine=97.91086103436223, tirePressure=23.033013554636174, oilPressure=326.6613688903625}
Bolid{tempEngine=92.88204058953839, tirePressure=19.61441871747318, oilPressure=234.1745650052128}
Bolid{tempEngine=95.20652661653686, tirePressure=20.014859406248714, oilPressure=224.52582210249338}
Bolid{tempEngine=95.17086619087006, tirePressure=21.56363051999748, oilPressure=402.84475475820216}
Bolid{tempEngine=101.4595608955135, tirePressure=22.85053154085664, oilPressure=251.23229105037757}
Bolid{tempEngine=95.01969181851581, tirePressure=19.87339131679898, oilPressure=289.7962127344174}
Bolid{tempEngine=102.54511611487489, tirePressure=22.88731178846746, oilPressure=395.50242560220073}
Bolid{tempEngine=100.93645722024696, tirePressure=23.92416400953394, oilPressure=198.85267430183632}
Bolid{tempEngine=96.09877777626917, tirePressure=22.961741108037625, oilPressure=400.62732517969096}
Bolid{tempEngine=99.99270737685424, tirePressure=22.464944418790875, oilPressure=336.435850837295}
Bolid{tempEngine=96.02620256913112, tirePressure=19.718317341838457, oilPressure=335.2593344381922}
Bolid{tempEngine=96.20951862825746, tirePressure=23.01902400626056, oilPressure=385.1052741147908}
Bolid{tempEngine=94.27587615387154, tirePressure=19.864941238220453, oilPressure=275.4520979261074}
Bolid{tempEngine=91.49254262028667, tirePressure=23.327710992716618, oilPressure=309.32161217494314}
Bolid{tempEngine=96.23503684533037, tirePressure=19.12752746416804, oilPressure=262.57107339209864}
Bolid{tempEngine=94.81100644552106, tirePressure=20.458281998381995, oilPressure=250.38676940160536}
Bolid{tempEngine=102.04991549130646, tirePressure=19.458841006399876, oilPressure=392.88697762814235}
Bolid{tempEngine=100.35737670025175, tirePressure=19.117982856298514, oilPressure=237.47328918670416}
Bolid{tempEngine=92.8002737118364, tirePressure=20.718107318958285, oilPressure=358.2708539591327}
Bolid{tempEngine=97.56939957290011, tirePressure=21.593296349916123, oilPressure=365.16822172282934}
Bolid{tempEngine=103.61501605041231, tirePressure=23.34146147172077, oilPressure=359.51557654519814}
Bolid{tempEngine=96.59557137423846, tirePressure=19.491891342562557, oilPressure=346.3484489285675}
Bolid{tempEngine=91.34219406154357, tirePressure=20.036229728856526, oilPressure=317.13738305965325}
Bolid{tempEngine=97.14615950914427, tirePressure=21.13198727776785, oilPressure=372.4092888880552}
Bolid{tempEngine=92.53106007703094, tirePressure=19.056133638878485, oilPressure=347.52118708695315}
Bolid{tempEngine=90.95839761945226, tirePressure=20.387995481914547, oilPressure=324.68070141861983}
Bolid{tempEngine=92.40026517875869, tirePressure=22.435907130057437, oilPressure=346.40690284922823}
Bolid{tempEngine=91.23629357549196, tirePressure=20.05931372278217, oilPressure=242.1885369156509}
Bolid{tempEngine=98.71537316323351, tirePressure=20.70302608999226, oilPressure=322.64785845117194}
Bolid{tempEngine=95.47883990894327, tirePressure=23.23749702354963, oilPressure=232.01457408327332}
Bolid{tempEngine=96.54737268360576, tirePressure=21.046154198054694, oilPressure=295.0673838101716}
Bolid{tempEngine=101.81766893136313, tirePressure=19.671518347346197, oilPressure=341.2511585132769}
Bolid{tempEngine=93.60487907058699, tirePressure=23.943758789500755, oilPressure=269.9917508595826}
Bolid{tempEngine=100.85852602150456, tirePressure=19.334886269597245, oilPressure=332.49477977362164}
Bolid{tempEngine=97.5590280980539, tirePressure=21.497357247494634, oilPressure=247.1423174858002}
Bolid{tempEngine=97.88374634494447, tirePressure=23.046040988995834, oilPressure=345.9606796514885}
Bolid{tempEngine=92.80459862900743, tirePressure=21.92043436998136, oilPressure=308.2954501776269}
Bolid{tempEngine=99.76257853395934, tirePressure=22.005636034596975, oilPressure=215.77430008868802}
Bolid{tempEngine=96.49391472384333, tirePressure=20.143333143848253, oilPressure=194.29167408674704}
Bolid{tempEngine=90.02684104436338, tirePressure=22.907050127409093, oilPressure=300.31806650418787}
Bolid{tempEngine=91.86710426414533, tirePressure=23.748393329773563, oilPressure=220.19356457197796}
Bolid{tempEngine=94.6084323544022, tirePressure=19.37681689350972, oilPressure=260.2050936299973}
Bolid{tempEngine=102.9508911208533, tirePressure=20.870462151799302, oilPressure=273.9313519766719}
Bolid{tempEngine=101.2643080936033, tirePressure=21.159385240621916, oilPressure=259.52933995413787}
Bolid{tempEngine=93.9440268506065, tirePressure=22.956561064614295, oilPressure=305.60112866753593}
Bolid{tempEngine=90.85541320143429, tirePressure=22.80777071785445, oilPressure=399.68777535357106}
Bolid{tempEngine=98.97508483941084, tirePressure=21.133670955121662, oilPressure=283.5190249202535}
Bolid{tempEngine=91.46047768085016, tirePressure=22.43546296649664, oilPressure=343.36876308621714}
Bolid{tempEngine=93.60514746142258, tirePressure=22.497749986958745, oilPressure=296.83349861029467}
Bolid{tempEngine=98.79245431061871, tirePressure=19.342563289273578, oilPressure=289.0031003249994}
